id,y
218802,125
344056,734
167105,1044
31963,59
202099,387
206156,461
193181,43
342989,1232
67712,1399
321562,763
169339,283
250015,772
172891,46
116708,1046
154325,644
255941,497
18696,24
145421,736
91593,2906
260791,429
226869,1117
88566,316
67312,566
333297,398
7840,77
61358,523
129234,357
334743,619
247776,1091
25967,2295
117526,22
175708,236
2741,2853
300748,789
349031,458
123912,1125
96881,882
262790,602
345129,64
111007,537
158141,639
265022,322
5806,959
151555,689
278703,613
331678,372
164638,996
10655,27
76023,1161
329699,1232
318551,373
5321,9
156683,75
15152,291
65277,967
171269,825
25570,479
308615,565
274994,2753
241480,395
325306,929
320130,1033
109841,404
322889,1002
32451,89
197834,1755
257274,5856
42173,1882
236772,854
297807,966
235215,12
260943,789
209597,26
191233,2052
20002,463
113231,1422
232294,2076
153156,302
109009,589
210554,927
186449,561
211874,824
87944,699
248789,1363
137313,797
328485,1131
99479,567
325855,1128
155396,571
178379,1103
240009,122
221805,1484
244156,628
124212,2013
312522,487
167310,1075
238413,593
59181,1191
15837,1714
102659,1862
49224,1244
21828,364
212947,741
3367,96
115324,544
30758,794
137357,431
87857,742
334994,407
214421,546
301345,1594
80815,1052
183920,898
184620,1927
25919,799
184136,713
162956,943
80265,1193
286064,398
196547,761
40062,1649
19291,1
258613,135
309081,937
272661,516
317040,682
176759,1715
82744,975
142076,835
37089,52
226069,699
143062,1246
86014,449
62,1034
198027,382
188595,162
311329,322
310882,1339
253996,47
66570,473
94741,3063
293280,666
79245,454
236628,39
185179,718
66181,2717
239856,363
183891,936
122073,422
40549,668
308448,975
7243,294
107385,887
68370,293
141179,22
205125,424
168318,2123
123391,1146
87084,219
250566,333
51500,643
149009,1703
166727,1091
343525,855
288224,1489
10658,508
34171,354
302010,569
124514,316
310120,1594
228483,23
310387,1885
208519,348
86375,768
55809,1488
69307,683
40801,817
81985,458
227800,608
224666,135
114049,699
248325,381
92193,528
312900,588
219111,4391
291458,1078
239506,9
40897,1618
191240,736
253844,2298
278320,443
73469,1888
155549,588
165285,1093
238391,657
199627,884
99941,1055
310181,2268
108961,556
347756,486
41025,829
340932,693
118961,393
150886,313
86319,334
200979,2356
339394,51
191990,592
40051,746
103711,589
107087,287
244887,896
188138,1193
142985,231
68304,469
68533,1801
106812,769
220742,519
314813,451
141859,895
64929,1089
103438,611
118753,293
307243,503
128881,539
348532,435
171776,3623
162408,994
272301,428
347815,1381
266396,443
201182,922
317539,32
18932,726
271308,495
312316,166
122763,789
340866,1347
254062,523
159322,1443
95909,1205
185218,1147
7950,602
44062,57
157782,1704
283751,776
246135,357
237375,761
181144,825
270629,1117
91042,2627
160981,217
155272,849
203515,679
69864,314
215061,742
21115,2084
258255,483
343842,1024
344854,145
253619,36
212265,722
106737,1017
43307,869
30527,1309
209066,1722
143877,1095
148954,1849
56535,329
62925,624
165364,1397
246631,565
296412,36
18271,1187
300374,2093
313458,647
125747,583
74385,4484
25418,467
67428,283
176668,381
93369,549
299467,1344
107223,924
131885,1708
171813,945
104036,59
176457,2685
34683,684
42343,941
254367,1568
25119,95
8206,597
162749,1562
151880,486
17084,192
214355,595
177250,524
171607,4055
217072,2254
59262,169
281819,1373
290542,96
203919,586
249960,571
78372,651
292809,172
72041,3
132467,1763
5339,97
152577,21
252179,1283
312453,274
88313,1209
224973,688
206425,247
53029,536
64947,498
156227,774
6158,514
221869,64
118955,427
228558,457
203699,386
338397,266
237372,1519
110543,496
347377,542
150686,806
293245,311
117302,2738
185018,38
182617,1187
263045,435
42481,79
149003,444
189024,187
101122,963
112424,703
311296,957
148782,679
156608,89
119911,2256
16878,603
121774,695
311371,1106
334869,904
94459,452
56897,539
209219,673
236634,44
215105,669
168537,224
308816,169
89362,3361
259439,191
133610,392
291548,1571
225241,514
179738,353
227307,1005
121732,329
79440,1304
140116,121
184268,1792
33386,599
214612,86
194054,253
78586,983
250433,463
276896,629
143089,468
171648,163
247397,15
81085,697
234634,344
150269,352
137110,392
76813,732
15129,1343
306032,505
307816,479
72881,1681
63812,295
18046,1649
30872,982
43079,525
49238,384
84575,34
249419,1877
120174,258
39164,1884
232652,677
348399,1649
174614,429
13222,903
58520,768
251671,438
228579,1569
160070,302
186161,1912
256433,56
139833,1026
63113,1377
153725,551
343396,892
287930,22
95088,1335
27048,67
284563,527
90079,436
158900,445
201419,1714
222971,1278
24898,517
195000,99
49485,413
153973,259
275580,388
329396,403
197149,1459
346105,1835
234676,1037
210852,643
41120,619
291471,2169
232173,487
68747,147
12301,449
300997,771
160632,15
165095,239
131558,662
59268,593
147354,447
256604,563
139800,527
207305,252
72413,403
233478,424
222169,401
35971,585
11898,759
237747,1483
205627,409
288660,272
136586,572
295983,286
275714,512
32223,568
249940,742
58775,699
209732,1265
142984,1997
37881,1053
94442,1122
278609,115
229069,655
153302,396
50533,307
839,379
76363,691
322069,1606
193431,717
236258,67
283637,1544
191316,202
279214,139
94333,63
309268,1814
109141,5477
6047,189
176793,618
332964,269
116023,644
193470,1264
248415,541
268979,44
134979,1513
29445,329
155649,397
138631,2736
147340,38
320224,9
157262,597
45454,1842
111245,228
47353,226
105385,513
169273,1014
317359,325
81744,162
98474,1443
132926,1511
323497,235
247114,931
330665,364
169362,1007
173553,61
170012,189
178641,341
7668,482
193272,553
225707,364
30362,36
171039,1129
151413,801
109690,468
188000,249
150341,812
303500,346
35492,1575
59579,27
174886,4254
199582,566
178236,26
281440,531
89838,411
248054,428
127604,478
13979,2526
329076,675
107930,1657
127840,588
114652,42
132249,404
66182,1575
30365,735
111533,831
87168,224
220990,296
6081,918
15245,1219
16928,1271
28094,1156
240198,3
21183,469
117805,662
276494,536
161288,459
192690,839
301981,677
3596,1434
278887,772
140754,1995
67143,52
340981,1041
96121,2119
332456,772
44626,766
113185,845
196551,1128
15406,1358
305724,265
206810,19
38704,647
280239,2592
123309,1746
146138,353
343886,678
222991,691
83695,382
11467,51
81774,1193
174775,47
261037,369
62515,1261
238974,1531
138940,2892
55859,35
181732,587
308311,221
129126,134
143772,1123
162909,177
53772,657
46079,253
47592,363
129161,1158
121733,82
167681,555
248646,886
141447,1595
2126,75
137687,76
57939,643
110950,524
12413,2512
49508,717
309214,1842
181686,368
288105,741
123523,857
110470,291
259649,445
294373,531
131789,993
246218,683
149416,1376
233783,161
91071,935
183784,467
94219,576
202442,2793
318323,167
82636,113
14028,377
204143,1143
110117,372
4121,1337
43324,1716
339400,2043
208885,221
198682,765
119705,129
337841,1159
125415,305
281474,39
265731,2164
87101,518
141293,88
121704,643
257685,2162
72233,539
187677,795
281209,1769
67617,9
182717,614
132733,918
31564,1125
296061,1414
126151,708
259458,1209
34401,1224
66023,1763
39041,216
238453,468
246811,407
282630,1181
245876,257
7573,85
29151,183
328226,641
59052,1678
231431,1102
46760,863
9691,47
301081,406
2106,1106
265722,511
224102,345
279280,521
10367,1017
29158,797
298151,685
31940,99
323961,829
152046,36
45861,1055
102151,491
312842,404
98512,55
100753,286
71572,563
248545,489
280812,508
85532,684
304682,1315
92116,388
74519,723
336895,4593
196277,559
187603,613
93628,254
279172,476
51216,3301
157781,784
96695,47
259572,1251
282470,626
295066,146
291116,29
77209,3805
279683,274
76674,352
260727,293
167886,892
13481,169
241934,787
5231,937
152139,872
344945,114
133524,86
263942,1317
313660,147
296058,1269
257679,1079
115588,1021
122078,1635
145643,301
219679,544
53161,971
197813,532
121401,411
157617,1274
277879,314
328606,74
15374,974
264777,382
206025,1525
275287,865
227423,567
276416,69
88752,1117
181939,681
81221,376
171967,759
241718,259
175387,29
26343,2164
136828,2458
256405,1465
203596,1181
15687,678
251141,184
265140,1045
297290,265
326802,3031
289777,2066
45022,241
61944,526
56090,717
130299,555
19806,126
251458,2518
307771,698
319101,229
28365,575
337950,1414
70047,17
140844,612
140202,354
113898,916
110066,418
312399,616
121357,1858
198634,1065
216033,423
136340,879
40985,125
86318,564
23153,1809
5633,897
66541,1103
49893,668
49918,517
296548,313
20615,1167
21669,652
177632,1087
320462,831
288961,728
101333,94
116251,1292
160757,167
197974,878
52581,992
214703,876
98095,332
77854,386
334328,683
210336,2421
245632,412
237465,989
66470,2102
90952,1801
69123,955
203600,797
137316,99
29455,719
111890,512
69855,764
200681,137
117891,494
68217,629
42579,588
333048,4494
293383,146
195571,1573
266312,69
18798,246
22013,264
138660,375
9065,862
138693,2359
135373,317
154050,1334
258184,5247
203209,346
176750,49
210104,458
40644,1033
192499,137
337650,1361
240490,205
274246,82
130065,359
134769,54
266315,67
91271,461
191497,1419
306187,762
26673,823
305269,31
226950,402
171490,749
174559,678
313145,813
334100,513
227637,11
66491,2118
10376,3288
241263,529
308700,41
53576,531
183292,269
61329,359
86286,1969
6903,412
213554,476
296294,1889
254280,878
331899,384
17924,18
80151,232
250698,599
176607,565
131553,1181
289044,222
200442,461
39287,414
240930,468
102637,1112
53131,246
117146,351
245781,499
291256,1208
43343,115
150223,241
73959,855
13396,2005
259438,361
267912,732
340642,801
319413,814
241230,1557
165913,268
138632,533
32524,251
179318,1622
293130,27
121300,842
344860,905
35761,1093
293482,327
140901,665
266795,839
244815,1267
346070,1187
145205,463
255432,752
109274,1438
52910,641
167569,334
104691,669
213824,323
332899,1704
62974,129
66226,264
147090,336
344102,2343
164059,1632
91201,694
72388,839
312460,677
325574,537
129329,456
58233,307
249737,586
166943,434
274830,258
132972,323
293682,738
25760,509
146453,148
162031,987
9655,281
337605,224
180791,905
344034,586
39679,3048
186705,115
199557,621
195413,248
133259,831
226387,233
29346,843
328902,1045
222415,386
240676,101
113374,1236
136047,567
249140,344
217191,722
98273,288
233230,68
218968,169
73844,1407
336454,697
160302,1239
222876,1873
5078,662
90899,1292
219839,625
339812,1743
288057,326
200882,275
311317,1536
45089,724
253346,47
178112,485
172793,859
47281,2375
44617,803
151598,329
84735,303
223277,1456
296637,789
123709,598
84916,374
223529,783
83914,179
92002,1193
34620,1177
50212,427
261338,1373
32278,98
216495,312
337414,1009
217669,742
229237,137
308761,567
212341,459
207766,834
88010,932
34312,1744
65360,773
145200,615
166192,1002
299389,182
337381,1228
67532,952
12104,407
237936,776
195808,1033
271339,173
311217,144
192522,2998
15446,1582
202201,1588
332305,466
326603,647
56672,1654
283544,2346
320358,178
39152,639
121440,814
309942,509
136675,118
176278,239
59931,447
73101,856
145986,374
330177,59
244497,368
33084,679
114136,2046
120077,391
67282,604
243694,23
297664,1195
322562,1179
225199,606
213836,416
52536,646
338942,328
209409,571
41615,1218
292079,498
167069,643
183710,257
196371,1501
321923,1248
189503,392
340052,128
162428,126
123058,92
276257,1756
293580,198
17205,731
121499,441
36317,463
315206,342
14080,837
101935,725
149397,1249
314366,48
142896,675
102656,18
293064,706
75175,1415
347766,204
64191,208
75345,45
87496,1223
115951,134
96703,594
282028,509
226584,318
283696,1102
150494,42
237405,809
92596,613
64670,718
220664,1061
289413,51
150833,396
237969,4
325024,92
124399,1427
275501,803
325401,239
152973,572
189645,195
73268,115
98049,615
24669,175
177738,1389
185989,412
10180,794
189399,1585
173767,126
170537,307
105310,862
42850,235
260128,2243
122173,722
159892,24
261841,841
202320,406
196378,675
149216,496
90871,1108
267019,933
193811,891
259910,439
40762,559
166542,1018
246575,993
23084,777
193677,42
87040,456
319728,603
81547,1404
246888,647
138301,322
334267,976
57735,1556
212558,261
42155,1827
291831,468
76549,292
86952,371
280,856
54092,771
63187,711
299952,505
128390,621
251331,955
294089,945
58394,66
78200,474
295208,879
111825,1545
341942,458
281613,383
333140,899
149457,1311
73427,795
296458,565
11005,1021
301528,1793
280519,132
218359,506
325219,386
278322,974
294350,1287
186947,4
3888,971
309671,418
153091,444
234133,989
50254,1876
54632,464
300812,221
238312,926
39908,294
145335,658
339588,493
219045,1989
345704,5523
37390,944
316611,757
32360,104
218093,234
196489,666
189666,262
300399,813
85996,131
209471,2583
176016,221
124653,1411
105594,61
79619,344
285623,1366
298210,486
50783,488
51206,719
20259,947
77760,1323
208124,898
260521,983
144348,3139
148468,318
118812,5
33695,1588
17808,9
15679,631
192742,334
10058,1256
57617,854
28412,497
309275,266
226989,844
254604,6
320265,611
243783,1086
336571,953
288686,1108
221105,1095
293859,1948
264173,279
220116,476
73673,516
211340,1027
153402,156
324222,209
186721,1044
8259,1135
306850,444
239848,511
315301,2018
337848,465
79455,266
177234,41
253167,561
338533,663
84094,146
57635,714
248945,857
47840,434
35573,959
80349,2236
33172,231
187859,576
254448,1086
238152,497
2604,1165
265888,1673
88639,339
43955,1018
133609,363
329041,156
210543,649
19355,735
108847,1171
94783,303
127623,367
93458,1099
228553,599
197698,1528
139681,898
61263,112
225741,85
120252,61
260114,749
36925,566
24370,1063
109840,596
322903,678
191370,586
126936,1084
315713,436
146684,329
235023,579
53117,215
19482,751
68555,844
317939,874
99658,1633
76148,688
253069,2091
109833,1245
335110,567
240026,486
347431,1325
316308,569
31446,1367
254365,637
139267,352
144369,94
304345,905
124259,1306
347677,771
224480,195
329993,1165
13442,157
279721,248
5279,409
67906,315
241484,274
293912,1007
62767,519
38916,1261
132129,617
326915,1686
165440,1417
83814,362
300,249
205414,354
335663,357
263001,675
334149,553
27625,93
305020,1718
264337,661
148024,21
176416,654
104393,2017
317082,508
99368,611
320463,761
346511,766
248769,1216
80013,925
268333,211
154214,748
163725,2126
202002,728
32818,49
186695,642
229357,316
284963,1361
301078,225
82889,29
207888,192
83593,1979
73772,358
133272,1195
137493,368
278042,744
229861,1471
343662,697
38463,334
91765,245
74305,798
335947,53
99555,1832
83103,83
101747,398
44940,597
256508,569
147220,1441
190988,137
164284,247
124033,1485
319326,446
322696,893
132111,4
249270,168
64177,917
241374,3976
268032,477
236389,1926
4673,2796
267388,841
106732,518
246899,591
253612,595
150609,329
38440,662
202522,534
140614,188
2703,966
328996,719
189181,486
279929,83
150645,98
297859,703
208419,405
241776,271
242102,786
123723,39
144894,436
248008,53
21281,171
314613,711
151804,3795
10572,527
90836,621
241269,778
281694,317
245279,1547
213749,702
3790,106
281314,973
208902,769
64452,745
319814,1009
204787,723
333794,284
182950,306
151144,15
20117,368
189731,1523
32892,264
146423,4
218396,363
294958,123
290581,42
103298,249
253064,504
326549,58
331026,658
183371,547
75495,326
190456,295
106874,943
43272,507
185379,1083
101581,514
72513,838
278492,1922
59511,22
228802,572
60960,299
227065,963
232356,603
289638,1054
330956,498
43939,95
344176,511
212650,1376
282790,812
227756,181
175668,409
46911,234
203001,291
167672,809
303324,377
336319,347
191663,891
199752,409
4838,392
116090,1697
58033,849
242434,2015
109085,57
64859,456
178190,459
197022,311
85068,104
274491,749
41443,739
131233,644
209994,118
284874,9
221145,695
89994,217
317870,1116
254942,1333
156326,912
241280,319
346006,694
267592,1268
61451,1455
152433,1366
44324,543
49215,37
84154,434
64192,664
75745,315
326425,582
322402,1909
89069,1389
236704,879
262793,65
185600,784
338608,79
245542,499
44155,215
32093,5
105775,322
281147,852
124555,447
242970,788
191454,22
65419,239
136030,1168
274624,463
194127,434
75810,783
181883,1705
214184,965
255807,812
187772,437
259083,2578
41782,1382
120137,1195
222449,637
101673,125
55324,453
18634,281
339888,124
191820,499
185213,78
59076,936
252888,64
75225,762
32258,64
242303,612
38264,1076
300838,181
121137,291
288119,2137
249765,416
292471,1099
281741,1297
203911,379
165846,163
5326,399
263329,212
169145,1579
110446,535
340893,624
12594,413
209978,97
279453,822
133056,874
122905,299
101426,542
26959,493
114987,25
333795,131
184281,378
223048,53
123729,119
59196,278
157425,209
251437,336
898,245
199138,1156
280879,127
202052,604
86397,117
161056,587
337951,558
318599,1909
268108,1081
22220,177
101298,2099
164529,1974
198312,576
305864,102
312779,2766
248007,1314
301905,1084
204131,905
326183,2149
190731,576
243806,784
260169,111
205093,1303
269604,1065
349233,645
328806,795
4173,97
292322,196
335806,848
153148,471
232575,846
55707,324
225768,521
307700,357
179438,416
72733,923
263171,1483
42548,242
270901,409
74822,653
231657,2676
311076,768
123327,1606
164671,1829
49619,276
108806,1234
91867,712
126075,479
187533,312
196757,867
8326,1079
305273,1036
48739,834
162356,1007
243500,102
240690,1269
316246,582
43602,395
190351,1078
190204,748
88742,888
17071,128
5155,865
304444,36
128558,413
172583,322
206339,295
66842,286
194100,304
71404,431
274839,546
279726,892
224288,749
261226,1146
156570,3
191949,33
267733,1002
294095,208
42956,494
57937,285
304680,1024
50947,748
148077,928
123958,1129
155696,1083
256109,1067
52097,995
156215,858
178997,542
76801,524
142673,919
5224,1727
41043,629
118063,24
254185,488
48307,588
252224,697
107844,817
159276,497
190371,464
48252,1524
309964,404
337659,308
197685,295
64030,476
47779,362
319937,94
35302,67
153426,434
320702,181
250055,301
155024,334
323868,1734
305726,899
204518,268
347676,764
9377,1436
306381,1312
197887,153
181239,89
290180,69
135710,785
235749,949
166490,1955
181450,118
135349,531
307941,1103
275456,387
193729,1429
297956,639
309544,254
149,17
111732,1115
181391,57
200625,349
93821,394
283647,2335
324349,189
44760,27
334353,366
126157,1243
300032,436
18355,251
332611,1746
114303,895
238288,778
118344,637
318095,2075
252644,524
142835,62
138076,346
38315,863
107676,107
265367,76
13001,451
11139,643
5707,343
225362,304
205558,1247
33574,532
89293,182
304316,294
80867,147
674,488
236253,1654
311583,451
272818,1094
108215,861
269258,992
71532,425
328787,1354
271660,335
218947,251
219770,1115
157520,255
138963,1102
222277,713
62981,1169
276336,18
267481,2537
70803,458
198498,452
66501,1066
193791,236
177706,488
71854,255
68734,1156
76653,1792
238228,1347
47086,56
139999,467
248338,1251
326143,1015
305972,454
252233,334
98395,193
7031,343
206029,1009
322048,72
340146,1188
317433,624
82159,1352
38234,1991
187541,567
74378,578
119483,277
19870,177
6369,38
168544,76
85071,123
59604,1342
282862,1026
43977,423
279270,297
170871,42
193610,2391
253032,978
25915,816
203160,82
68371,2587
66296,1697
262317,168
131025,566
13174,1046
92152,578
143840,318
271252,379
131557,1115
74227,303
30422,1184
29021,465
299633,3079
231516,348
289988,573
117625,105
93676,306
332568,1064
8784,849
62679,1228
279459,1815
1050,371
6129,194
56878,1164
202059,885
225956,428
265800,1154
132132,1454
77162,836
189118,752
233770,335
14241,285
41128,388
97291,482
27600,1232
120113,518
224656,686
166067,605
42820,1763
252585,1105
103424,409
230849,83
125253,85
175959,448
246423,209
279072,323
166859,215
319142,1048
293072,746
45127,2069
203842,883
183654,1064
190026,671
298688,541
21852,471
114607,423
279397,568
199165,611
46319,1991
38449,1844
267476,215
298947,1261
220100,378
108407,754
231495,494
3370,503
173993,714
261889,699
162552,1518
227340,572
223884,26
100272,127
6692,63
348674,613
276854,769
22270,949
242359,364
189505,43
3209,1034
13051,1012
252814,815
238338,1172
43214,377
285349,437
64752,51
253284,408
166470,114
170548,168
220923,472
38663,177
287513,2914
149461,249
314946,1389
112777,1298
235705,1418
70734,553
284461,51
30489,2201
88524,897
1369,45
201162,613
244313,1049
142374,328
129975,2208
229950,701
23789,594
333935,396
307944,1735
90231,1181
66575,1376
151050,1848
310115,613
164799,515
296935,907
312174,406
335073,2459
68401,533
236191,866
115570,786
86310,862
79076,429
285734,1256
138227,458
102016,335
18902,706
47214,105
77080,388
296745,21
318345,1037
190414,4351
274591,643
119064,791
62567,893
37097,355
344811,452
306096,566
288538,1438
45722,765
72455,1164
334313,289
165411,538
155274,534
192280,362
13038,1574
271732,228
298333,1069
198811,175
51007,564
88410,1457
339462,235
132835,716
144589,91
273125,235
264418,481
129497,2126
53858,102
178157,398
334388,716
87003,228
209022,133
156544,5
14900,1339
288297,1595
325694,674
117742,288
183993,1216
7198,1632
26292,393
341269,47
253308,328
198080,775
294636,318
200491,375
116221,618
335055,863
267079,924
77501,457
271636,183
17988,63
253051,98
282892,251
99283,617
81836,479
168510,546
153282,467
230978,857
19611,567
32336,1025
268775,611
212938,307
224183,555
245825,1132
42959,145
16064,187
276766,127
336141,546
258052,669
116614,1041
270418,324
269325,61
88429,454
142699,1845
19821,272
35298,337
21785,4015
161327,1407
73516,5
348265,657
182973,14
213106,101
329112,349
121624,762
336983,1491
112990,37
162604,1422
232172,429
329069,408
242814,711
332939,872
323712,1677
184617,625
156203,1095
232348,371
274041,762
148827,843
41646,1201
211165,419
180042,7
124981,213
292987,397
127483,549
196898,1224
252526,2111
343757,86
298656,1598
165277,979
238128,95
95594,813
40067,643
272497,843
286488,34
172805,252
178181,549
252783,882
68628,175
270100,127
110098,524
244650,458
322093,25
333736,632
156818,1278
304290,1308
224769,671
303129,33
142573,186
121971,841
51849,237
198262,648
12681,83
343204,377
114794,283
197702,1124
280854,34
55399,487
100301,352
271114,317
119849,531
346135,711
139570,2953
178132,341
171757,252
194133,274
158409,227
18432,384
74872,96
176267,1215
329057,997
183551,442
88934,793
63401,699
79235,251
163288,1402
112104,615
208787,509
58679,1781
309265,817
118993,52
21709,51
318407,351
231871,369
271756,914
273019,401
343805,417
153011,735
79061,453
214851,78
96051,647
164818,537
166919,467
66015,285
338732,247
337937,1542
174963,1293
333492,1396
73986,811
214328,377
27948,711
340875,735
77231,1037
167609,208
267380,1614
115337,589
219590,558
180222,153
63589,469
148357,784
177088,223
126420,516
76065,1974
211037,711
263307,1771
21864,501
44952,1328
280775,599
80154,391
113889,2102
27615,4822
165161,28
210704,1172
182762,1028
188692,729
108411,324
137054,536
302713,585
234631,1301
140882,567
20873,772
224508,146
232329,319
188591,1503
56616,22
16109,776
159916,455
57363,49
69212,1033
135126,209
327219,425
275340,949
218655,512
340191,1359
152446,1513
178108,1351
314323,477
325752,527
267716,536
320162,819
150226,1191
183433,502
170330,577
201452,92
127652,121
188729,1329
85702,761
273624,1471
317511,201
266645,851
107182,583
161667,1308
342252,951
63221,272
239082,198
317947,408
252695,385
315486,1147
188530,2063
76470,592
49905,2435
305868,169
251691,574
123986,318
72470,687
169111,537
162984,937
66339,807
20444,678
62050,1029
156979,1134
312184,388
53336,519
223224,937
282114,1456
77083,947
260180,1222
277966,313
151143,1369
55978,752
35848,244
251391,1492
138260,1718
189868,1747
229411,308
196773,289
38920,1051
194723,439
272056,742
216905,1105
271230,339
49950,971
16024,326
341830,603
144829,1093
195296,1044
296554,219
202938,99
207482,488
271287,331
186790,605
303016,47
291489,11
214135,77
116436,1681
317762,242
278024,343
97205,158
107563,752
174549,178
232658,75
166651,639
260017,1748
169360,637
304321,36
305136,1506
152218,1411
88905,598
17591,276
29339,516
158462,861
220440,536
269892,672
253621,87
83987,2847
1532,98
131815,1567
37345,1329
331776,28
209157,894
242946,62
93145,614
302202,283
251051,318
212127,26
256594,506
219403,78
197103,3247
300407,772
290572,882
289156,341
269437,916
44036,564
326674,1121
134156,977
248995,285
191126,74
97571,428
252102,1162
81103,954
56649,702
334529,1454
284387,566
192958,2484
152403,115
200844,857
213340,828
228441,439
260722,343
70796,1
110200,482
226235,358
210693,137
175464,273
30212,23
91474,61
330933,2352
271275,82
300247,904
29142,408
132946,722
323910,769
266979,551
136302,526
106909,1098
117886,1829
8461,1077
137952,1646
331495,1446
40322,1264
234423,187
221441,627
239886,676
186484,242
42070,574
231829,2496
296791,1018
225189,982
103509,436
75110,1141
225592,2438
277255,988
226534,1189
198663,1614
284109,785
280215,401
7942,1451
19045,147
140777,412
344208,484
311230,738
73484,815
155789,596
172347,561
167621,21
329841,678
11010,378
149387,552
338010,107
46428,1587
204578,338
176459,1479
6493,958
151368,841
786,1457
17906,183
54783,217
161169,374
129971,247
912,192
142928,524
223605,624
107809,3241
38557,561
116117,444
88573,937
322880,156
224644,477
89395,66
256552,476
292867,135
214371,2474
51429,656
171660,906
184736,747
113775,525
162815,49
233901,703
103414,637
55871,2038
24207,877
333920,225
42865,1478
230157,781
186914,604
340836,393
228298,289
34361,2545
77385,257
303981,323
97967,1818
297075,159
191685,396
158145,1558
216990,585
63511,498
119247,2
201878,236
316190,2166
6434,303
88439,956
1429,46
244076,1332
197479,1127
4621,29
121188,56
322052,564
224624,953
215408,744
276787,376
161833,1045
188356,763
160929,4636
223371,257
182073,357
267327,622
318327,468
145675,906
184727,1091
109176,828
121103,854
176023,1144
220302,237
299235,404
292638,386
313299,1485
206769,1151
254754,302
115936,454
273573,1209
182339,394
53264,1077
312320,338
222675,285
17812,749
202130,676
263081,2374
308408,885
340656,635
213177,2859
343588,565
200432,466
287609,1754
314872,2682
219503,241
141112,3346
145895,503
169294,239
223565,1367
138346,558
328066,57
59752,2033
45877,86
318433,984
234305,2975
142602,422
284403,299
194153,998
96749,791
250412,2
149222,885
76704,602
342480,468
35695,5
108696,1086
347788,772
66729,4371
241861,994
167779,735
78164,263
256549,692
232952,492
298574,165
84375,898
337554,974
204340,1318
65233,1135
337406,882
177679,302
69439,181
312410,898
329442,3843
160488,332
18964,862
196771,769
52596,142
258195,898
40490,92
33886,631
346885,1848
138784,207
320313,2939
189555,267
170315,899
172332,596
339962,2652
175875,644
290765,566
280709,555
93107,958
33284,1118
35306,441
151944,351
243930,883
147822,1137
163640,598
94416,499
314138,919
14033,75
259892,36
298185,57
11397,1597
28497,452
152768,1298
218567,758
199497,1628
188455,1526
120649,1813
63512,797
68367,357
54618,421
348357,1275
123356,334
196162,1407
335443,295
145584,821
234322,757
253152,1208
300699,437
40704,1412
263934,22
31560,793
311201,406
237006,949
240602,2631
24936,456
36002,322
127185,1003
136446,391
55898,816
214167,494
108025,541
17973,866
348378,42
88476,1073
294742,607
180547,211
77792,364
15454,888
106969,392
24007,483
139304,129
52347,258
133746,399
133430,21
335644,599
10046,357
133968,581
262364,321
268396,901
255172,216
296651,507
122691,709
158717,1284
262923,1614
46243,1548
103370,1583
158906,113
117153,547
222915,269
321456,1464
231594,1132
25928,696
278393,334
202325,2968
76369,535
117337,124
81470,1035
339021,497
135281,107
248463,28
78793,728
90082,348
41461,237
32271,225
16124,72
66104,414
310909,1064
135312,906
317564,328
8378,1119
106492,2521
284065,359
286255,659
169603,1336
222069,524
293461,351
73095,854
89192,1508
156654,1707
69991,296
69055,915
209641,51
74463,922
134070,128
163636,678
237775,773
89010,378
4499,363
106301,16
4123,411
302835,216
191420,151
229692,1849
241522,1481
138763,232
181573,271
154519,756
86834,676
15629,1194
145620,683
91753,1206
203124,348
103686,1187
296064,944
160625,322
288668,3
101342,178
27811,2675
348247,402
73176,885
160838,1589
103434,807
62110,842
23942,854
250371,332
59564,994
7940,685
197421,218
325258,1802
14738,618
61361,1076
276212,114
217124,434
74454,2167
208250,2496
137438,83
1334,1133
15476,841
176887,938
12626,705
90953,1386
143556,118
107062,5
89887,281
73694,759
71664,661
320132,871
25434,465
167201,142
348542,1553
162683,102
93986,285
33582,622
43186,948
308993,511
140149,704
296451,876
226493,623
215636,841
9448,723
121025,237
135136,1286
239780,105
190266,601
62211,267
5031,898
196599,552
307610,894
108602,1627
144316,257
110017,1052
263746,615
114545,407
84971,891
87645,1734
17478,1145
105369,2243
38441,505
13007,515
32173,597
117464,954
107155,872
134705,1441
218604,453
137809,1478
68893,1001
268514,781
115331,2561
101542,687
248112,842
294903,1656
308461,156
228992,364
51883,105
248623,808
230629,1104
274383,2512
115757,914
2137,286
285471,621
338781,628
146277,166
3494,65
190984,636
111976,814
100462,2534
317490,714
61882,3056
8893,1042
271714,1697
306284,915
161536,631
285956,676
325818,62
181486,1121
20156,231
309629,408
263442,251
79570,405
249104,487
142277,769
246597,595
155930,664
257558,2268
157709,503
267558,19
244284,582
156052,727
130461,696
252668,597
223644,721
222349,4
20697,512
191505,806
330991,141
47603,355
29922,7
121597,699
250540,597
21391,855
78329,1353
23197,519
158994,495
295434,429
279365,1099
246590,447
74576,1992
70652,1367
124355,249
66224,708
122460,722
195313,267
95298,44
253652,408
106616,1402
184210,313
197077,1466
174190,1629
17659,761
169909,169
158353,423
279094,467
277809,1025
227691,869
328893,826
9687,1131
333237,784
115795,543
279699,626
249608,298
283685,2205
316010,897
209514,723
126995,1591
245920,423
341931,76
198764,1455
110102,929
178834,178
